time [s],inspiration [NA](/api/datatype/34/)
2.046875,23359
5.1328125,23406
7.71875,23401
12.6328125,23193
15.1953125,23203
18.1015625,23212
20.8359375,23339
23.8671875,23343
26.140625,23342
33.734375,23362
36.4453125,23304
39.171875,23335
41.96875,23344
44.921875,23337
50.7890625,23389
53.6796875,23395
56.6953125,23403
58.7890625,23401
63.0859375,23403
65.84375,23404
68.1875,23324
73.1875,23404
77.859375,23445
83.578125,23446
88.2421875,23373
93.875,23393
97.8515625,23447
104.0546875,23405
111.796875,23414
116.90625,23400
123.359375,23382
126.625,23402
129.8671875,23399
136.6640625,23397
141.3046875,23318
145.59375,23400
149.4609375,23417
155.7890625,23471
169.8046875,23428
173.359375,23420
175.671875,23342
180.6796875,23389
185.640625,23281
188.8671875,23416
194.984375,23308
196.734375,23347
199.09375,23253
203.296875,23332
206.6171875,23430
208.640625,23436
215.765625,23410
218.4765625,23430
222.75,23433
225.5390625,23426
228.0234375,23421
230.4140625,23424
232.8046875,23437
238.6328125,23460
241.1953125,23460
243.6953125,23431
250.9453125,23403
254.65625,23422
258.5,23439
260.5703125,23429
263.2421875,23427
266.0859375,23413
268.8046875,23462
271.6484375,23458
273.53125,23439
276.875,23444
281.3828125,23442
284.109375,23504
287.34375,23462
289.9140625,23472
292.765625,23485
295.125,23506
302.8359375,23460
304.796875,23464
307.1953125,23505
312.2578125,23456
315.1875,23462
317.2578125,23456
319.015625,23459
320.96875,23475
324.859375,23461
329.9453125,23471
334.8203125,23515
345.6953125,23447
353.53125,23459
356.6328125,23526
363.859375,23455
367.75,23462
370.703125,23460
374.5703125,23460
377.09375,23457
379.0234375,23448
385.3359375,23456
388.1640625,23490
390.484375,23466
394.9296875,23488
396.6328125,23465
398.25,23448
401.0078125,23463
405.109375,23468
407.2578125,23472
409.3671875,23415
410.84375,23405
412.6171875,23473
414.84375,23460
420.0546875,23498
422.1796875,23485
424.25,23459
427.78125,23458
430.3203125,23462
432.53125,23454
434.1328125,23441
439.34375,23441
442.625,23463
444.4296875,23457
447.828125,23469
451.125,23452
454.265625,23499
455.6484375,23513
457.59375,23473
463.4375,23475
467.609375,23436
472.9765625,23473
480.6015625,23512
483.7109375,23462
486.3828125,23450
488.4140625,23448
491.7265625,23466
498.7578125,23363
503.4765625,23339
506.1796875,23347
512.265625,23413
523.265625,23406
528.359375,23422
531.8515625,23476
540.2265625,23482
543.2734375,23491
546.3515625,23457
551.0234375,23420
559.375,23481
561.3671875,23467
574.3359375,23420
582.2578125,23408
589.0078125,23398
595.53125,23391
599.7890625,23438
603.8359375,23385
613.375,23436
615.71875,23435
618.4375,23435
620.9296875,23434
623.171875,23436
625.375,23435
627.6171875,23432
630.5390625,23421
634.34375,23435
637.0390625,23431
639.7578125,23435
642.1796875,23435
644.640625,23430
647.3359375,23435
649.1328125,23443
651.0078125,23398
652.859375,23427
657.453125,23390
659.59375,23406
663.3515625,23407
665.78125,23407
667.859375,23387
670.1875,23381
673.125,23402
678.3671875,23426
683.0625,23435
686.9453125,23408
689.6953125,23459
694.40625,23427
696.5078125,23451
698.4765625,23444
700.359375,23443
701.9375,23455
704.3203125,23447
705.9140625,23447
709.53125,23469
711.1796875,23478
713.078125,23488
715.4140625,23483
716.5546875,23473
717.65625,23486
718.8515625,23489
721.203125,23501
726.7421875,23511
731.953125,23484
737.6015625,23481
740.5703125,23488
742.6640625,23471
744.6953125,23471
746.8203125,23485
748.640625,23472
750.9375,23477
752.875,23486
754.84375,23501
756.828125,23472
759.2578125,23477
761.15625,23479
763.4921875,23473
765.46875,23492
768.40625,23483
770.84375,23471
772.9140625,23483
774.8125,23490
776.7890625,23484
778.7734375,23470
781.578125,23468
783.578125,23489
785.9765625,23479
788.3828125,23486
790.4453125,23485
792.6953125,23482
795.671875,23485
798.046875,23481
800.0546875,23493
802.46875,23502
804.9609375,23498
807.0390625,23493
809.3828125,23488
811.4453125,23488
816.8203125,23481
818.9296875,23480
821.171875,23474
826.703125,23482
828.65625,23477
831.75,23457
834.71875,23465
839.671875,23476
842.1328125,23485
844.1875,23484
846.734375,23469
849.265625,23480
851.34375,23484
853.3203125,23472
855.3125,23461
857.7109375,23480
859.984375,23482
862.3828125,23483
864.1875,23481
867.921875,23476
870.0859375,23476
872.203125,23486
874.1484375,23464
875.984375,23472
877.890625,23479
880.21875,23468
882.4609375,23476
884.4921875,23486
886.4453125,23480
888.765625,23468
890.8046875,23476
893.125,23476
895.546875,23485
898.9453125,23490
900.953125,23479
903.046875,23479
905.296875,23458
907.5625,23435
909.9140625,23425
914.765625,23328
916.84375,23329
919.1015625,23360
922.9453125,23434
925.171875,23423
927.671875,23419
930.171875,23422
932.921875,23387
938.15625,23445
940.640625,23435
943.03125,23430
945.6484375,23421
948.3515625,23432
950.953125,23425
956.53125,23419
961.828125,23379
964.7734375,23374
967.2890625,23403
969.7734375,23402
972.9296875,23394
975.7734375,23411
978.3984375,23406
981.2890625,23411
984.6640625,23400
987.8828125,23421
990.8125,23403
993.5859375,23407
996.2734375,23416
998.8515625,23407
1001.3984375,23418
1004.140625,23415
1006.8984375,23425
1009.515625,23415
1012.1953125,23417
1015.0859375,23413
1017.796875,23422
1020.953125,23418
1024.53125,23418
1027.1796875,23410
1029.625,23408
1036.5234375,23397
1044.2109375,23397
1048.0703125,23396
1051.0703125,23407
1053.5546875,23410
1056.1796875,23421
1058.8359375,23411
1061.4140625,23403
1064.1875,23400
1066.5234375,23407
1074.984375,23410
1077.8984375,23387
1081.9296875,23401
