,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_SCR_mean,EDA_SCR_std,EDA_SCR_min,EDA_SCR_max,EDA_SCL_mean,EDA_SCL_std,EDA_SCL_min,EDA_SCL_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,ECG_mean,ECG_std,ECG_min,ECG_max,ACC_x_C_mean,ACC_x_C_std,ACC_x_C_min,ACC_x_C_max,ACC_y_C_mean,ACC_y_C_std,ACC_y_C_min,ACC_y_C_max,ACC_z_C_mean,ACC_z_C_std,ACC_z_C_min,ACC_z_C_max,Resp_C_mean,Resp_C_std,Resp_C_min,Resp_C_max,net_acc_w_mean,net_acc_w_std,net_acc_w_min,net_acc_w_max,net_acc_C_mean,net_acc_C_std,net_acc_C_min,net_acc_C_max,BVP_peak_freq,net_acc_abs_integral,ACC_x_abs_integral,ACC_y_abs_integral,ACC_z_abs_integral,net_acc_C_abs_integral,ACC_x_C_abs_integral,ACC_y_C_abs_integral,ACC_z_C_abs_integral,ACC_x_peak_freq,ACC_y_peak_freq,ACC_z_peak_freq,ACC_x_C_peak_freq,ACC_y_C_peak_freq,ACC_z_C_peak_freq,ECG_bpm,ECG_ibi,ECG_sdnn,ECG_sdsd,ECG_rmssd,ECG_pnn20,ECG_pnn50,EDA_slope,EDA_drange,Resp_C_rate,Resp_C_Inhal_mean,Resp_C_Inhal_std,Resp_C_Exhal_mean,Resp_C_Exhal_std,Resp_C_I/E,TEMP_drange,TEMP_slope,0,1,2
0,1.9996091825343325,0.11727051256606313,1.8798932239801205,2.444625258555603,-0.0035205123356981944,0.2525195830916165,-0.5024949382905158,1.2421619426128654,3.710994249134664,0.3753848860891498,3.27394562892147,4.268931876684553,-0.10907548770144253,55.78235656151319,-350.9,254.55,33.41633484162896,0.021934829606400544,33.37,33.47,-0.022153133645824365,0.010515053384576459,-0.05573230909899543,-0.00894469158378939,-1.5242534467412826e-05,7.234916116316705e-06,-3.8346793549456406e-05,-6.154423656085595e-06,-1.5242534467412826e-05,7.234916116316705e-06,-3.8346793549456406e-05,-6.154423656085595e-06,0.001367315143060196,0.2758692221238739,-0.49383544921874994,1.4994964599609375,0.00031984226252565646,9.447586890104635e-05,0.00025499250522148574,0.0007492899242555484,2.2006849182718426e-07,6.500442380233685e-08,1.7544840887569196e-07,5.155513291774456e-07,2.2006849182718426e-07,6.500442380233685e-08,1.7544840887569196e-07,5.155513291774456e-07,0.2560897667791836,5.523191467534091,-14.21356201171875,20.44219970703125,0.02215314413349648,0.010515058362582458,0.00894469581835927,0.05573233548362315,0.00031984241394445036,9.44759136275375e-05,0.0002549926259392961,0.0007492902789822055,0.13570822731128074,39.166758828021784,39.16674028581748,0.026948800938385878,0.026948800938385878,12.372783941027118,12.372778083542494,0.008513129537842798,0.008513129537842798,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,75.81020101189661,791.4502164502165,128.07588302837013,63.26574514009439,94.00611275174543,0.734375,0.421875,-0.001311213401041149,1.3004064419040933,0.24284877667925717,2.011758241758242,0.47167963805575297,2.131868131868132,0.613777808071813,0.943659793814433,1.0029967036260115,0.00020443149854915797,0,1,0
0,1.9670220931299323,0.11286758758930263,1.8433172141075578,2.444625258555603,-0.005301606029493291,0.2507999078071269,-0.5024949382905158,1.2421619426128654,3.581353948132836,0.3593321279569128,3.27394562892147,4.268931876684553,0.336019225332203,70.51822305031767,-328.66,469.91,33.42420814479638,0.02715686169796221,33.37,33.47,-0.019719262206343905,0.009272546622547548,-0.05298009630398331,-0.00412831919251818,-1.3567901438124658e-05,6.380005364230444e-06,-3.64531247321993e-05,-2.8405032258856597e-06,-1.3567901438124658e-05,6.380005364230444e-06,-3.64531247321993e-05,-2.8405032258856597e-06,0.00014027443756523206,0.27152552415596104,-0.4763946533203125,1.4994964599609375,0.00028971921760395636,6.318747269371154e-05,0.0002470110760422632,0.0007492899242555484,1.9934223441262735e-07,4.347634270802796e-08,1.6995676099830712e-07,5.155513291774456e-07,1.9934223441262735e-07,4.347634270802796e-08,1.6995676099830712e-07,5.155513291774456e-07,-0.1375149650049116,4.553307037470833,-12.59613037109375,14.593505859375,0.019719271541779684,0.009272551012329608,0.004128321146935048,0.05298012138566645,0.000289719354761986,6.318750260774113e-05,0.00024701119298152854,0.0007492902789822055,0.14023183488832341,34.86367208586648,34.86365558081603,0.023988049742604392,0.023988049742604392,11.207503519612665,11.207498213791448,0.007711354996018075,0.007711354996018075,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,72.27973194962323,830.108225108225,124.90969170815326,66.03908851895186,103.49891360656594,0.8,0.5538461538461539,-0.0011820277649652938,1.3262097482983517,0.24886328046595318,1.9829670329670332,0.47786563061450005,2.18,0.7326421508438431,0.9096179050307492,1.0029967036260115,0.00036223553870614423,0,1,0
0,1.9340711674479554,0.09944248726091093,1.8433172141075578,2.4302883104241984,0.0162712516136469,0.18716393047266944,-0.3317906438403614,1.1796153773935125,3.4268923701778813,0.28853523035318784,3.1161122567010167,4.268931876684553,0.20413627367825823,66.48168835016249,-328.66,469.91,33.435701357466066,0.027209285212538046,33.39,33.47,-0.018740795520360228,0.007424743734111253,-0.04265929832268786,-0.00412831919251818,-1.289466430496031e-05,5.108618676176765e-06,-2.935186666748515e-05,-2.8405032258856597e-06,-1.289466430496031e-05,5.108618676176765e-06,-2.935186666748515e-05,-2.8405032258856597e-06,0.001072615875032717,0.26389076677414824,-0.4119873046875,1.4993133544921875,0.0002697762930943887,4.857431776155752e-06,0.0002470110760422632,0.0002911841214551905,1.8562044141132907e-07,3.3421714713085765e-09,1.6995676099830712e-07,2.0035016619333462e-07,1.8562044141132907e-07,3.3421714713085765e-09,1.6995676099830712e-07,2.0035016619333462e-07,0.10452972623532986,3.1551903889980646,-7.4371337890625,8.0474853515625,0.01874080439257315,0.007424747249111843,0.004128321146935048,0.042659318518328826,0.0002697764208110969,4.857434075746979e-06,0.00024701119298152854,0.0002911842593067306,0.14023183488832341,33.152482970461904,33.15246727551725,0.02281066115547479,0.02281066115547479,10.436031062656472,10.436026122063332,0.007180541155555854,0.007180541155555854,0.0045223289994347085,0.0045223289994347085,0.0045223289994347085,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,68.35183872745885,877.8110599078341,112.81622012007583,66.47442698129349,108.58128884104943,0.8032786885245902,0.6229508196721312,-0.0010246360262594495,1.3184319507376936,0.26448961257539333,1.9223469387755105,0.4671140249302597,1.8379591836734692,0.2532066731452414,1.045913835220964,1.0023959269242289,0.00037064048828756505,0,1,0
0,1.8910046602092119,0.033722131254373025,1.8344678883376977,2.0287915058194037,-0.0006061217276129944,0.07015191274523233,-0.2299920169058256,0.5118720756022996,3.2700856081934306,0.11989007846639003,3.043931274935238,3.611992333620035,-0.115210630477806,62.78202921661019,-328.66,469.91,33.44330316742081,0.025069016750307652,33.39,33.47,-0.020073339476792042,0.007550838395261052,-0.04265929832268786,-0.00412831919251818,-1.381152543666224e-05,5.195378511126563e-06,-2.935186666748515e-05,-2.8405032258856597e-06,-1.381152543666224e-05,5.195378511126563e-06,-2.935186666748515e-05,-2.8405032258856597e-06,0.000617718255306619,0.2584261223383382,-0.41033935546875,1.4992218017578125,0.00026910228072402883,4.192118533327831e-06,0.0002470110760422632,0.00028911994742300085,1.851566850439039e-07,2.8844005664080744e-09,1.6995676099830712e-07,1.9892990464770359e-07,1.851566850439039e-07,2.8844005664080744e-09,1.6995676099830712e-07,1.9892990464770359e-07,-0.061641500230634756,2.652166653190627,-5.75103759765625,6.98089599609375,0.02007334897985405,0.007550841969957009,0.004128321146935048,0.042659318518328826,0.00026910240812164814,4.1921205179483955e-06,0.00024701119298152854,0.00028912008429732565,0.13797003109980208,35.50975434536181,35.50973753444512,0.0244325884974555,0.0244325884974555,10.409957555777837,10.409952627528332,0.007162601204238379,0.007162601204238379,0.0045223289994347085,0.0045223289994347085,0.0045223289994347085,0.0006204115396546376,0.0006204115396546376,0.0006204115396546376,65.474145903242,916.3922518159807,114.60076307218905,65.1233017593668,105.92974980161651,0.7931034482758621,0.6206896551724138,-0.0004206700337957307,1.105929146384673,0.28163750164412804,1.8245714285714285,0.44179694908146105,1.734095238095238,0.18217422076687512,1.0521748681898069,1.0023959269242289,0.0002961744138214895,0,1,0
0,1.8746489152186752,0.035561873616043994,1.815372326129438,2.0287915058194037,0.0022272758282778403,0.07372912014281147,-0.2299920169058256,0.5118720756022996,3.201290663987348,0.11952794032672316,3.0084371839792117,3.3565320367730127,-0.008560927339553865,69.41394168499163,-328.66,469.91,33.453348416289586,0.01818982012872558,33.41,33.47,-0.021883438585453413,0.008347170270805516,-0.04059513872642877,0.00068805319875303,-1.5056969918436702e-05,5.743297205363931e-06,-2.7931615054542318e-05,4.734172043142766e-07,-1.5056969918436702e-05,5.743297205363931e-06,-2.7931615054542318e-05,4.734172043142766e-07,0.0009571975173137635,0.259148590648227,-0.4071807861328125,1.49945068359375,0.0002686733803704775,4.5667839693324e-06,0.0002470110760422632,0.00028499159935862145,1.848615787836966e-07,3.142190318113217e-09,1.6995676099830712e-07,1.9608938155644144e-07,1.848615787836966e-07,3.142190318113217e-09,1.6995676099830712e-07,1.9608938155644144e-07,0.042021468092226434,2.494433112246572,-4.71343994140625,6.98089599609375,0.021884227286538327,0.008345133391376906,0.0,0.04059515794486131,0.00026867350756504797,4.566786131325987e-06,0.00024701119298152854,0.0002849917342785157,0.14023183488832341,38.691313842599754,38.69129552547914,0.026621669650204717,0.026621669650204717,10.393365966646316,10.39336104625155,0.007151185313668518,0.007151185313668518,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.0004136076931030917,0.0004136076931030917,0.0004136076931030917,64.8012552301255,925.9079903147701,108.70052781674421,62.3141221491104,101.21117338801318,0.7758620689655172,0.603448275862069,-0.0004445188174671452,1.1175622083790366,0.2893777915256514,1.7694285714285714,0.46220436037352497,1.6939285714285715,0.19963838482084942,0.9792852624920936,1.0017958695001496,0.0001635629870924052,0,1,0
0,1.85862923337717,0.037613579182398944,1.7993508607426842,2.0287915058194037,-6.51610500660281e-05,0.07533407139762062,-0.2299920169058256,0.5118720756022996,3.1389768727959164,0.13099297259279857,2.914303748510191,3.317130025021299,0.16256997455470798,74.71816751677605,-328.66,469.91,33.46095022624434,0.01193884349975642,33.43,33.49,-0.02354753105031085,0.007824622691534984,-0.04403540472019392,0.00068805319875303,-1.6201954061902675e-05,5.383756671946189e-06,-3.02987010761137e-05,4.734172043142766e-07,-1.6201954061902675e-05,5.383756671946189e-06,-3.02987010761137e-05,4.734172043142766e-07,0.0013465901070007949,0.2633731315267458,-0.4276885986328125,1.49945068359375,0.0002681227348155252,5.146050982774e-06,0.0002460478057635524,0.00028499159935862145,1.8448270534823252e-07,3.5407568396438244e-09,1.6929397980177644e-07,1.9608938155644144e-07,1.8448270534823252e-07,3.5407568396438244e-09,1.6929397980177644e-07,1.9608938155644144e-07,0.03806883269881847,2.3900222434063663,-4.71343994140625,5.5267333984375,0.023548320539205584,0.00782228365564488,0.0,0.044035425567307176,0.00026812286174941074,5.146053419002492e-06,0.00024604792224678913,0.0002849917342785157,0.14023183488832341,41.63343071331546,41.63341100334709,0.028646001615852564,0.028646001615852564,10.372064783914203,10.372059873603778,0.007136528973691028,0.007136528973691028,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,66.429418742586,903.2142857142859,112.86637243754618,54.713867338780005,86.33151455120115,0.7627118644067796,0.4915254237288136,-0.00048220721378247985,1.1275130104320052,0.30656214085058414,1.6203571428571428,0.1174804586442584,1.6332142857142857,0.151198021933935,0.9921277061010277,1.0017947950942268,5.3142406083577335e-05,0,1,0
0,1.842248906051371,0.04143338531403315,1.7794905768486817,2.0287915058194037,-4.485718558521474e-05,0.07484678731515516,-0.2299920169058256,0.5118720756022996,3.0728958834859688,0.14295050308808335,2.868169667045856,3.317130025021299,-0.2766723211761376,76.58531335544029,-328.66,469.91,33.46436936936937,0.012017575663481446,33.43,33.5,-0.025087687604731027,0.006916796944397697,-0.04403540472019392,0.00068805319875303,-1.7261663705751924e-05,4.75912426271802e-06,-3.02987010761137e-05,4.734172043142766e-07,-1.7261663705751924e-05,4.75912426271802e-06,-3.02987010761137e-05,4.734172043142766e-07,0.0007595646515425068,0.26128931904641955,-0.4276885986328125,1.49945068359375,0.00026733881320649286,5.598230710376516e-06,0.00023448856241902287,0.0002907713030532192,1.8394332557756618e-07,3.851880547632009e-09,1.6134060544340823e-07,2.0006612517135412e-07,1.8394332557756618e-07,3.851880547632009e-09,1.6134060544340823e-07,2.0006612517135412e-07,0.10274255246451709,2.3448576674076156,-3.91082763671875,6.50787353515625,0.02508847738277288,0.006913978099856324,0.0,0.044035425567307176,0.0002673389397692565,5.598233360674619e-06,0.00023448867342991628,0.000290771440709324,0.0995193666949392,44.38151649012523,44.381495479166695,0.030536829929883783,0.030536829929883783,10.342006884973685,10.342001988893177,0.007115847549968149,0.007115847549968149,0.013566986998304126,0.013566986998304126,0.013566986998304126,0.00020679850071086986,0.00020679850071086986,0.00020679850071086986,66.66843038175612,899.9761904761905,111.73111907844448,50.09424836151897,81.42262414031825,0.7796610169491526,0.4915254237288136,-0.0005632969239522883,1.1400967963607942,0.2945782727953162,1.6425210084033615,0.10931361692653734,1.6561607142857144,0.16172359162869748,1.0537495282764568,1.0020939276099312,7.066194088087428e-05,0,1,0
0,1.8237231437615098,0.03282090833741766,1.7725040966364511,1.9524759526860378,0.0007471536770960805,0.05079066423956432,-0.05820178842185169,0.2988428863071535,2.9973908018203286,0.11900856007781034,2.8104721518255142,3.2765259494923042,0.1665196494204132,64.07953081486677,-238.21,254.48,33.46846153846154,0.014025981559915768,33.43,33.5,-0.025267771624529024,0.005893705985457659,-0.04403540472019392,0.00068805319875303,-1.7385571091618237e-05,4.055183255804021e-06,-3.02987010761137e-05,4.734172043142766e-07,-1.7385571091618237e-05,4.055183255804021e-06,-3.02987010761137e-05,4.734172043142766e-07,0.0007371185558336053,0.26116840567630745,-0.4276885986328125,1.49945068359375,0.0002671068581722348,6.32925268078858e-06,0.00023448856241902287,0.00029228502520866945,1.8378372817427803e-07,4.354862552732772e-09,1.6134060544340823e-07,2.0110764654243502e-07,1.8378372817427803e-07,4.354862552732772e-09,1.6134060544340823e-07,2.0110764654243502e-07,-0.09062065603370419,2.4555333475274264,-5.401611328125,6.50787353515625,0.025268561487825733,0.0058903727261974265,0.0,0.044035425567307176,0.00026710698462518686,6.329255677164979e-06,0.00023448867342991628,0.0002922851635813962,0.14249363867684478,44.700085271963715,44.700064110189345,0.030756022095481294,0.030756022095481294,10.332766593240729,10.33276170153473,0.007109489740693772,0.007109489740693772,0.013566986998304126,0.013566986998304126,0.013566986998304126,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,66.27218934911241,905.357142857143,111.98020506558562,55.00558396690124,88.68363586840889,0.7796610169491526,0.5254237288135594,-0.00045914715544646703,1.1015353681783335,0.2944974888597718,1.6539285714285714,0.11457162896313076,1.6730357142857142,0.13882237494623942,0.9885793574554382,1.0020939276099312,0.00013072142483907214,0,1,0
0,1.8062835887025421,0.028914830547781992,1.7566942020193324,1.9003776470607927,0.0007955374824374926,0.04269930529514295,-0.05820178842185169,0.2988428863071535,2.9270099430805616,0.10674263665701561,2.7334017622366695,3.1133515149855215,-0.08026293469041627,60.20775515910934,-238.21,254.48,33.47027149321267,0.014918134126780315,33.43,33.5,-0.024498274242931696,0.005649769538090995,-0.04403540472019392,0.00068805319875303,-1.6856115956778118e-05,3.887342002900938e-06,-3.02987010761137e-05,4.734172043142766e-07,-1.6856115956778118e-05,3.887342002900938e-06,-3.02987010761137e-05,4.734172043142766e-07,0.000951190877880309,0.2611060441369889,-0.4276885986328125,1.49945068359375,0.00026560912096811404,5.895926468542801e-06,0.00023448856241902287,0.00029228502520866945,1.8275320530009136e-07,4.056711066293531e-09,1.6134060544340823e-07,2.0110764654243502e-07,1.8275320530009136e-07,4.056711066293531e-09,1.6134060544340823e-07,2.0110764654243502e-07,0.04208757741512156,2.529850174551591,-5.401611328125,6.56585693359375,0.024499064181924504,0.005646396143162584,0.0,0.044035425567307176,0.00026560924671201175,5.895929259775165e-06,0.00023448867342991628,0.0002922851635813962,0.14249363867684478,43.31434547364252,43.314324967900745,0.029802559845992338,0.029802559845992338,10.274828099807463,10.274823235530524,0.007069624993828735,0.007069624993828735,0.013574660633484163,0.013574660633484163,0.013574660633484163,0.0004136076931030917,0.0004136076931030917,0.0004136076931030917,66.5100688854285,902.1190476190475,114.39622385265183,60.071843828695584,97.88811125185327,0.8305084745762712,0.5423728813559322,-0.0004164003196608788,1.0817919504010973,0.29583273946181593,1.8345714285714287,0.5658973248858182,1.7406122448979595,0.2574424073190236,1.1292648610622582,1.0020939276099312,0.00013750319632672297,0,1,0
0,1.7905877650335034,0.029492876356244955,1.742523545871253,1.9003776470607927,-0.00027088927084871657,0.042783025648507764,-0.05820178842185169,0.2988428863071535,2.864776238549241,0.11021373725063269,2.678833682448088,3.042475175579358,-0.04177268871925441,59.78741878054506,-238.21,254.48,33.47244343891403,0.01316112178484069,33.45,33.5,-0.023923858789674075,0.005479969475787664,-0.04403540472019392,0.00068805319875303,-1.6460887566751037e-05,3.7705105268846675e-06,-3.02987010761137e-05,4.734172043142766e-07,-1.6460887566751037e-05,3.7705105268846675e-06,-3.02987010761137e-05,4.734172043142766e-07,0.0009762871759702817,0.26104877025736384,-0.4276885986328125,1.49945068359375,0.00026408731464496154,5.7022399204241985e-06,0.00023448856241902287,0.00029228502520866945,1.8170612159156367e-07,3.923444417305094e-09,1.6134060544340823e-07,2.0110764654243502e-07,1.8170612159156367e-07,3.923444417305094e-09,1.6134060544340823e-07,2.0110764654243502e-07,0.09485508438818778,2.524175104020365,-5.401611328125,6.56585693359375,0.023924648456728793,0.005476572963168938,0.0,0.044035425567307176,0.00026408743966841017,5.7022426199620405e-06,0.00023448867342991628,0.0002922851635813962,0.14249363867684478,42.298778471496504,42.29875844654127,0.02910379605242447,0.02910379605242447,10.215958516132776,10.215953679725692,0.00702911960764805,0.00702911960764805,0.013574660633484163,0.013574660633484163,0.013574660633484163,0.0012408230793092751,0.0012408230793092751,0.0012408230793092751,66.73728813559322,899.047619047619,110.82856365369871,57.34522176272914,93.423676853079,0.8135593220338984,0.5254237288135594,-0.00042596919931024984,1.0905893648114886,0.2810669140959433,1.880816326530612,0.5812366715072897,1.793714285714286,0.24679540674233716,0.9786556228098118,1.0014947683109117,3.9756745639099554e-05,0,1,0
