,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_SCR_mean,EDA_SCR_std,EDA_SCR_min,EDA_SCR_max,EDA_SCL_mean,EDA_SCL_std,EDA_SCL_min,EDA_SCL_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,ECG_mean,ECG_std,ECG_min,ECG_max,ACC_x_C_mean,ACC_x_C_std,ACC_x_C_min,ACC_x_C_max,ACC_y_C_mean,ACC_y_C_std,ACC_y_C_min,ACC_y_C_max,ACC_z_C_mean,ACC_z_C_std,ACC_z_C_min,ACC_z_C_max,Resp_C_mean,Resp_C_std,Resp_C_min,Resp_C_max,net_acc_w_mean,net_acc_w_std,net_acc_w_min,net_acc_w_max,net_acc_C_mean,net_acc_C_std,net_acc_C_min,net_acc_C_max,BVP_peak_freq,net_acc_abs_integral,ACC_x_abs_integral,ACC_y_abs_integral,ACC_z_abs_integral,net_acc_C_abs_integral,ACC_x_C_abs_integral,ACC_y_C_abs_integral,ACC_z_C_abs_integral,ACC_x_peak_freq,ACC_y_peak_freq,ACC_z_peak_freq,ACC_x_C_peak_freq,ACC_y_C_peak_freq,ACC_z_C_peak_freq,ECG_bpm,ECG_ibi,ECG_sdnn,ECG_sdsd,ECG_rmssd,ECG_pnn20,ECG_pnn50,EDA_slope,EDA_drange,Resp_C_rate,Resp_C_Inhal_mean,Resp_C_Inhal_std,Resp_C_Exhal_mean,Resp_C_Exhal_std,Resp_C_I/E,TEMP_drange,TEMP_slope,0,1,2
0,1.3036251579539302,0.15173628980675252,1.0141378726362495,1.678399464596155,0.0016662284859009942,0.22009821870066454,-0.5702610407331077,0.8370618501234255,2.768776152721995,0.3916331410816671,2.3571205891697953,3.552634813156972,-0.5058184902459714,113.32994582081967,-392.28,554.77,35.8072850678733,0.02498606314912742,35.75,35.87,0.023430779941925155,0.01776888758731147,-0.03784292593141665,0.0873827562416348,1.6121623088319937e-05,1.2225939942732667e-05,-2.6037946237285214e-05,6.012398494791312e-05,1.6121623088319937e-05,1.2225939942732667e-05,-2.6037946237285214e-05,6.012398494791312e-05,0.0020283436826978693,0.13899618458556395,-0.435882568359375,0.9792938232421875,0.0005306995583878753,8.603026111879396e-05,0.0003708606977503151,0.0007880961663981823,3.65149528725598e-07,5.919339635234461e-08,2.5517188937888493e-07,5.422520882152695e-07,3.65149528725598e-07,5.919339635234461e-08,2.5517188937888493e-07,5.422520882152695e-07,0.09286154907845055,2.890267146468161,-8.80584716796875,6.74285888671875,0.025961177921464,0.013811331379276983,0.0,0.08738279761012517,0.0005306998096301172,8.603030184699003e-05,0.00037086087332210824,0.0007880965394963778,0.08142493638676844,45.89936256514835,45.89934083561588,0.03158118828260108,0.03158118828260108,20.529591435731454,20.52958171667657,0.014125444369221035,0.014125444369221035,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,83.34084964372687,719.935064935065,78.26857485230819,41.14806514656702,54.95638344753642,0.6,0.2,-0.0018242559596115633,1.6550012674639185,0.2558306185314826,1.9114285714285715,0.6225385817074197,1.8398979591836735,0.7412672279888649,1.1130830236814375,1.0033566433566432,-0.00025328248857660313,0,1,0
0,1.111005042076984,0.13916252809884122,0.8322161167473122,1.4857995814446943,0.00048753639878261056,0.1847663537360004,-0.5702610407331077,0.8370618501234255,2.1847471602646085,0.37034964369806006,1.402113204809516,2.579903635711258,0.055018377155782484,89.10041046285411,-392.28,438.16,35.755429864253394,0.05118877152116295,35.66,35.87,0.019096296155555408,0.016748281132468346,-0.03784292593141665,0.07155753267031512,1.3139267654165085e-05,1.1523708406809863e-05,-2.6037946237285214e-05,4.923538924868476e-05,1.3139267654165085e-05,1.1523708406809863e-05,-2.6037946237285214e-05,4.923538924868476e-05,0.00031620294253195767,0.15004638915396507,-0.435882568359375,0.83331298828125,0.0004469588773824756,5.9265091160327174e-05,0.0003708606977503151,0.0007880961663981823,3.0753148529407564e-07,4.077753554725303e-08,2.5517188937888493e-07,5.422520882152695e-07,3.0753148529407564e-07,4.077753554725303e-08,2.5517188937888493e-07,5.422520882152695e-07,0.007842711487226631,2.34270287106774,-8.16802978515625,6.74285888671875,0.021412116775948873,0.013663649358733708,0.0,0.07155756654687416,0.00044695908898044777,5.9265119217434294e-05,0.00037086087332210824,0.0007880965394963778,0.08368674017528979,37.87803457665356,37.87801664455306,0.02606209051470524,0.02606209051470524,17.29016539811964,17.290157212663686,0.011896547977116022,0.011896547977116022,0.018089315997738834,0.018089315997738834,0.018089315997738834,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,73.79295804343244,813.0857142857142,82.30622760180918,28.51915947741977,49.09596109791194,0.717948717948718,0.358974358974359,-0.0017934962350898357,1.785353048979501,0.3038517398292998,1.5522222222222222,0.5472212265607849,1.4328571428571428,0.24299575876033352,1.0833056386396365,1.0058889512058329,-0.0007629381747028806,0,1,0
0,0.8925488444592033,0.14209268670878938,0.6939961352625412,1.1909666436032387,0.0002522370719803579,0.03810579167169943,-0.1157240871937828,0.15604317348467167,1.521281033599274,0.42808694620188537,0.9405895465467595,2.3528248940163263,0.523661294882669,41.90161906492241,-289.26,209.89,35.70683257918552,0.02464065777368297,35.66,35.75,0.0276399799112417,0.01059656303465284,0.00275221279501212,0.054356202701489366,1.9017776591399343e-05,7.2909990917809995e-06,1.8936688172571063e-06,3.739995914082785e-05,1.9017776591399343e-05,7.2909990917809995e-06,1.8936688172571063e-06,3.739995914082785e-05,0.0005580944305442011,0.15371070902916556,-0.3029022216796875,0.862701416015625,0.000426416466330591,4.192199458386467e-06,0.0003996213366815367,0.0004432438481953916,2.933972136597268e-07,2.8844562471535274e-09,2.749607389936929e-07,3.0497534757844164e-07,2.933972136597268e-07,2.8844562471535274e-09,2.749607389936929e-07,3.0497534757844164e-07,0.037853109615934556,1.596603853531917,-2.9144287109375,3.73077392578125,0.02763999299648062,0.010596568051246898,0.0027522140979566985,0.05435622843464479,0.00042641666820343447,4.192201443045347e-06,0.00039962152586910793,0.00044324405803460536,0.14701724625388746,48.89514761077422,48.895124462986566,0.03364244679018544,0.03364244679018544,16.49550239278166,16.49549458353258,0.011349777813212872,0.011349777813212872,0.0045223289994347085,0.0045223289994347085,0.0045223289994347085,0.0010340192327577293,0.0010340192327577293,0.0010340192327577293,70.33212391850404,853.0952380952382,76.48536682182076,37.320219528158646,53.63347056755317,0.6181818181818182,0.3090909090909091,-0.002173444895710608,1.7160998211505771,0.30381099549889296,1.414436090225564,0.18986280010854517,1.4877777777777779,0.4399864000738398,1.0035207510935666,1.0025238362310713,-0.00016098369039545314,0,1,0
0,0.7166069884831116,0.07167702075033512,0.5946668827681965,0.8768194179289385,0.000989195804818014,0.021905546013753163,-0.07442380866915993,0.08339452855212807,0.9860073486191687,0.21449390429471427,0.6167056617286052,1.3970968405818944,0.01689196832579157,42.37111878387658,-289.26,194.12,35.72266968325792,0.02933076210707882,35.66,35.79,0.031659398060948946,0.0047369579618071304,0.013761063975060599,0.04059513872642877,2.17833501064314e-05,3.2592790779800295e-06,9.468344086285531e-06,2.7931615054542318e-05,2.17833501064314e-05,3.2592790779800295e-06,9.468344086285531e-06,2.7931615054542318e-05,0.001996005806362689,0.15382274972220505,-0.3029022216796875,0.862701416015625,0.0004275694302664876,4.102337804676797e-06,0.0004066394135597155,0.00044351911514492785,2.941905141838674e-07,2.822626648873352e-09,2.7978954923881845e-07,3.05164745883581e-07,2.941905141838674e-07,2.822626648873352e-09,2.7978954923881845e-07,3.05164745883581e-07,0.0800543089037458,1.492553354152769,-3.24249267578125,3.73077392578125,0.03165941304904912,0.004736960204363995,0.013761070489783492,0.04059515794486131,0.000427569632685164,4.102339746793633e-06,0.00040663960606976423,0.0004435193251144577,0.13800904977375567,55.97384227071885,55.97381577175774,0.03851296298817071,0.03851296298817071,16.54053124042557,16.54052340985907,0.01138076004120291,0.01138076004120291,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.0010339925035543493,0.0010339925035543493,0.0010339925035543493,70.10364786646925,855.8755760368663,73.55100375904989,34.82375601626225,49.8645692658959,0.6101694915254238,0.2033898305084746,-0.0011076352176000153,1.4744715795292171,0.3107091784698953,1.4724603174603175,0.3631029056350622,1.5051587301587301,0.5243315880819301,0.9782757711573953,1.0036455412226586,0.00036207989149165514,0,1,0
0,0.5987120030364945,0.06687012563211793,0.4864942002203288,0.7181063761815462,0.0003477209517996828,0.02375543025043472,-0.05443319409227996,0.09229328551098649,0.6284668592546098,0.2015373988937403,0.31654605640410544,0.9384822932660998,0.09523042126095521,58.8364976047368,-367.11,363.29,35.77542986425339,0.037081551492185505,35.71,35.84,0.028377524404227056,0.006984538172483539,-0.00275221279501212,0.06605310708029088,1.95252464390206e-05,4.805733831389942e-06,-1.8936688172571063e-06,4.5448051614170555e-05,1.95252464390206e-05,4.805733831389942e-06,-1.8936688172571063e-06,4.5448051614170555e-05,0.001482968985658436,0.1846274718733202,-1.4994049072265625,1.4157257080078125,0.0004272161587374013,3.93257051322804e-06,0.00040691468050925173,0.00044448238542363865,2.939474445782512e-07,2.705817720948397e-09,2.799789475439579e-07,3.058275270801117e-07,2.939474445782512e-07,2.705817720948397e-09,2.799789475439579e-07,3.058275270801117e-07,0.05825055741361496,1.5911269613990844,-3.24249267578125,3.45001220703125,0.028389212954997915,0.006936934571683153,0.0,0.06605313835096077,0.00042721636098883297,3.932572374974139e-06,0.00040691487314961655,0.00044448259584919714,0.08821034775233248,50.19212850443631,50.19210474263603,0.034534838220317846,0.034534838220317846,16.52643770849201,16.526429884597633,0.01137106294606507,0.01137106294606507,0.04072398190045249,0.04072398190045249,0.04072398190045249,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,72.73901429535914,824.8668280871672,54.52611396750767,29.440553084512366,47.87067218962954,0.6730769230769231,0.25,-0.0010353113316763326,1.476084146237144,0.2928113602641175,1.4007936507936511,0.34540397401565903,1.4310526315789474,0.4371926951061647,0.9273367309409973,1.0036404368524223,0.0005353597118303113,0,1,0
0,0.5217495450021773,0.03128764118439745,0.47437455673898504,0.5933789751944029,-0.00014210793937044445,0.04074484507387723,-0.10066573651349134,0.1832229370790313,0.3951336439737552,0.0839685520389448,0.31601506704221305,0.6132061163613566,0.4947808877579868,94.0882339671891,-670.2,363.29,35.826380090497736,0.029282836107343387,35.75,35.89,0.030244763797675614,0.01049401359580463,-0.03096239394388635,0.07499779866408027,2.0810006476520545e-05,7.220439622351162e-06,-2.1303774194142445e-05,5.1602475270256146e-05,2.0810006476520545e-05,7.220439622351162e-06,-2.1303774194142445e-05,5.1602475270256146e-05,0.0008722442762642905,0.18312981451935995,-1.4994049072265625,1.4157257080078125,0.0004518941314574775,5.366499145307393e-05,0.0003970067107726076,0.0006433297014633632,3.109272026470396e-07,3.692436903034153e-08,2.7316173727351164e-07,4.426450589446989e-07,3.109272026470396e-07,3.692436903034153e-08,2.7316173727351164e-07,4.426450589446989e-07,0.05014991701086851,1.9525121218067993,-6.646728515625,5.21697998046875,0.0305654546455768,0.009519664448789421,0.0,0.07499783416932004,0.0004518943453918832,5.366501685899814e-05,0.0003970068987223702,0.0006433300060266398,0.12213740458015267,54.03972381337977,54.03969823006298,0.03718218722684328,0.03718218722684328,17.48108085713961,17.48107258130106,0.01202790790719808,0.01202790790719808,0.031674208144796386,0.031674208144796386,0.031674208144796386,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,76.45888817719043,784.7354497354498,93.09608008147396,58.37293445447958,79.66886856790059,0.7209302325581395,0.32558139534883723,-0.00036347036554284113,1.2508659386656305,0.23467545146982582,1.5276785714285714,0.6166002647417465,1.6771428571428568,0.7811735868993188,0.8573003306944585,1.003916083916084,0.0003751764928235551,0,1,0
0,0.5047598616495673,0.018053237441509735,0.47015197304056167,0.5689634790783594,0.0003447118093410983,0.04496504809965476,-0.10066573651349134,0.1832229370790313,0.3430297165794614,0.020669268643180267,0.30881028393491816,0.3880853600829018,-0.17923946847610997,84.22484335471755,-670.2,361.86,35.83072398190045,0.02526637839812252,35.77,35.89,0.03295965407706713,0.008903822401378514,-0.03096239394388635,0.07499779866408027,2.2677995417519387e-05,6.126303484397371e-06,-2.1303774194142445e-05,5.1602475270256146e-05,2.2677995417519387e-05,6.126303484397371e-06,-2.1303774194142445e-05,5.1602475270256146e-05,0.001121522179434852,0.1474258172851283,-0.4049835205078125,0.7828216552734375,0.00046011645941450915,5.033119443375818e-05,0.0003970067107726076,0.0006433297014633632,3.165846016990717e-07,3.4630539327208016e-08,2.7316173727351164e-07,4.426450589446989e-07,3.165846016990717e-07,3.4630539327208016e-08,2.7316173727351164e-07,4.426450589446989e-07,0.0625670701958699,1.879271320854473,-6.646728515625,5.21697998046875,0.03326849641812158,0.007669752274929816,0.0,0.07499783416932004,0.0004601166772415055,5.033121826140589e-05,0.0003970068987223702,0.0006433300060266398,0.11761379700310998,58.851970163657064,58.851942302141666,0.04049326715381733,0.04049326715381733,17.799153542410394,17.79914511599087,0.01224675873212689,0.01224675873212689,0.009044657998869417,0.009044657998869417,0.009044657998869417,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,73.49475037497321,816.3848396501459,72.93062209080601,42.99775873502977,69.10211314291574,0.7666666666666667,0.43333333333333335,4.995154823027702e-05,1.2101692893018507,0.2944071252945448,1.3998496240601503,0.2523385339409324,1.5673809523809523,0.6788167058797285,0.9427312775330396,1.0033547665641598,-0.0002561730797024862,0,1,0
0,0.49782846287443383,0.019543822319932916,0.45643157305155735,0.5517079848832238,0.0001105209997236926,0.026353862173261383,-0.09691012014147013,0.13439524861361163,0.3222053185216415,0.049775274557349154,0.19686726661943268,0.3880853600829018,-0.523833757421544,32.75106761318314,-182.86,182.92,35.79941176470588,0.02190307003541546,35.77,35.84,0.03515411204618221,0.004243399694828259,0.00481637239127121,0.04472345791894695,2.4187899242698104e-05,2.919684733614215e-06,3.313920430199936e-06,3.0772118280427976e-05,2.4187899242698104e-05,2.919684733614215e-06,3.313920430199936e-06,3.0772118280427976e-05,0.0009947745140059118,0.14583791816896371,-0.27978515625,0.77801513671875,0.00044245601788365336,3.3587196467023657e-06,0.00042673061998254,0.00046140851406079454,3.0443327841237557e-07,2.310977796628211e-09,2.9361336808485034e-07,3.174736040314121e-07,3.0443327841237557e-07,2.310977796628211e-09,2.9361336808485034e-07,3.174736040314121e-07,0.04075391254853024,1.4239367887719212,-2.9449462890625,3.19366455078125,0.03515412868873973,0.004243401703726205,0.004816374671424223,0.04472347909179635,0.00044245622734989486,3.3587212367776534e-06,0.0004267308220041093,0.0004614087324994716,0.15154085383093016,62.18765365038058,62.18762420969635,0.04278839376033294,0.04278839376033294,17.11597669880333,17.115968595811246,0.011776696942104335,0.011776696942104335,0.0045223289994347085,0.0045223289994347085,0.0045223289994347085,0.004342880777582463,0.004342880777582463,0.004342880777582463,71.93980546889338,834.030612244898,48.392608360575316,25.77784734124929,45.97257759965676,0.75,0.25,-0.0001682343779197808,1.2087419395522498,0.328150600071087,1.3322857142857143,0.153399172495972,1.3285,0.11751810542227446,1.0028496155707296,1.0019569471624266,-0.0002708261531790985,0,1,0
0,0.45628573173833803,0.03683899463944932,0.39553452896478586,0.5179903104042504,-0.00035091236335997713,0.0047176279535721104,-0.010678123725068888,0.015691841439538234,0.19645394494539017,0.11308438764151732,0.013083421099456065,0.37986229977006697,0.051860333616058844,21.030838832701598,-120.43,139.13,35.79886877828054,0.02090889465952159,35.77,35.84,0.03702099812838134,0.0012844253975634141,0.027522127950121197,0.04334735152144089,2.5472416183262724e-05,8.837530033531393e-07,1.8936688172571062e-05,2.9825283871799426e-05,2.5472416183262724e-05,8.837530033531393e-07,1.8936688172571062e-05,2.9825283871799426e-05,0.0010512695848947965,0.14406446384190646,-0.27978515625,0.77801513671875,0.0004411366228512542,2.98606418788461e-06,0.00042673061998254,0.0004575553509236184,3.035254644399145e-07,2.0545710161558757e-09,2.9361336808485034e-07,3.148224228095608e-07,3.035254644399145e-07,2.0545710161558757e-09,2.9361336808485034e-07,3.148224228095608e-07,0.0579471487550772,1.414975575348874,-2.777099609375,3.02886962890625,0.037021015654754644,0.0012844260056323511,0.027522140979566984,0.043347372042818,0.0004411368316928716,2.9860656015384344e-06,0.0004267308220041093,0.0004575555675381422,0.15154085383093016,65.4531556776062,65.45312469097823,0.0450352318120085,0.0450352318120085,17.064937197207044,17.06492911837792,0.011741579066393653,0.011741579066393653,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.004342880777582463,0.004342880777582463,0.004342880777582463,72.20131005661105,831.0098522167486,51.075008397524066,26.583006605198694,45.60436858444418,0.6938775510204082,0.20408163265306123,-0.0005756964586880253,1.3095956799522972,0.342854674856265,1.3484999999999998,0.13884617461090398,1.3383571428571428,0.11626963297018018,1.007578587820889,1.0019569471624266,0.0002602643779114445,0,1,0
0,0.4001521737194664,0.027483689060210672,0.36147136646285827,0.45629184525577743,-0.000654880425879064,0.011582473362604859,-0.032012263709444266,0.04450719571385633,0.026216070252223864,0.08173658151188103,-0.06137516537107678,0.1949510782395952,-0.15804353972292975,56.00230481257366,-596.97,368.75,35.84303167420814,0.037577598643625636,35.79,35.91,0.0347116612045123,0.009600632215348572,-0.00619247878877727,0.07018142627280906,2.3883469525796144e-05,6.605745705821973e-06,-4.260754838828489e-06,4.828855484005621e-05,2.3883469525796144e-05,6.605745705821973e-06,-4.260754838828489e-06,4.828855484005621e-05,0.0010034389375543264,0.14385439392482732,-0.2749786376953125,0.7787933349609375,0.0004407125601254572,3.5467143309694046e-06,0.0004168226502458959,0.00047214212060138136,3.032336867249579e-07,2.4403281404867122e-09,2.867961578144041e-07,3.248588963458193e-07,3.032336867249579e-07,2.4403281404867122e-09,2.867961578144041e-07,3.248588963458193e-07,0.043543481417543425,1.4781633230670281,-3.240966796875,3.20587158203125,0.03478873340562008,0.009317554328036562,0.0,0.07018145949789581,0.000440712768766316,3.546716010044589e-06,0.00041682284757686293,0.00047214234412153123,0.14927905004240882,61.506480661136294,61.506451542930854,0.042319710728061816,0.042319710728061816,17.04853274695617,17.048524675893187,0.011730291937268272,0.011730291937268272,0.031674208144796386,0.031674208144796386,0.031674208144796386,0.004136076931030917,0.004136076931030917,0.004136076931030917,72.04816157431382,832.7762803234501,63.24885000459156,31.948882614147657,51.520436728514504,0.6829268292682927,0.2682926829268293,-0.00041227506365934215,1.2623180909757126,0.3280354038547158,1.4766917293233082,0.5371696627113226,1.3379365079365078,0.14905159147469318,1.1650255071776012,1.0033528918692372,0.0005540818481994905,0,1,0
