time [s],inspiration [NA](/api/datatype/34/)
2.5078125,23439
5.203125,23445
7.7578125,23440
13.3203125,23388
15.78125,23395
18.2890625,23404
21.7109375,23323
25.375,23398
33.796875,23399
37.1171875,23432
39.515625,23345
42.2109375,23335
43.875,23309
51.28125,23391
54.75,23294
60.0546875,23394
63.2890625,23298
70.046875,23448
73.3671875,23371
77.515625,23404
80.03125,23408
82.421875,23413
88.90625,23340
91.578125,23434
94.25,23437
98.125,23449
100.65625,23445
105.484375,23441
107.8515625,23439
112.7578125,23385
117.5078125,23416
122.2578125,23430
126.296875,23460
128.8359375,23465
131.78125,23468
137.703125,23457
141.953125,23480
147.1796875,23437
151.3359375,23396
156.4296875,23475
158.796875,23459
163.6484375,23422
166.2265625,23422
168.8828125,23431
174.828125,23376
178.21875,23372
181.0859375,23395
184.65625,23427
190.671875,23415
193.8125,23374
197.46875,23368
200.53125,23393
203.6328125,23382
206.2421875,23385
210.0625,23421
214.6953125,23386
217.421875,23402
220.8828125,23408
224.6328125,23407
229.7421875,23442
232.1796875,23429
235.2890625,23394
238.203125,23388
242.796875,23433
249.2421875,23401
252.953125,23406
258.296875,23433
263.078125,23425
269.328125,23393
275.6484375,23406
278.96875,23401
282.046875,23407
285.2578125,23409
288.5625,23400
291.34375,23415
294.3125,23410
297.2109375,23414
299.78125,23410
302.4296875,23415
305.8125,23414
308.8984375,23409
312.734375,23398
315.3203125,23409
318.09375,23413
320.5546875,23415
323.484375,23419
325.9609375,23418
330.546875,23431
335.546875,23394
346.2421875,23465
352.3671875,23456
361.390625,23437
364.1328125,23444
367.1953125,23449
372.9140625,23443
376.171875,23441
379.125,23441
382.4765625,23446
384.9140625,23463
389.453125,23455
391.046875,23406
393.34375,23422
398.25,23407
400.7578125,23414
407.796875,23407
410.5,23405
413.59375,23406
416.796875,23381
419.8125,23392
422.609375,23409
425.109375,23405
427.5234375,23418
429.6171875,23396
432.4375,23432
434.2734375,23451
435.8359375,23470
439.4921875,23307
449.359375,23397
451.0390625,23375
462.1640625,23372
467.6640625,23379
471.8984375,23435
483.5625,23379
489.2421875,23309
494.9375,23306
499.5625,23328
511.7734375,23368
525.515625,23398
536.234375,23401
567.0,23411
597.5234375,23393
625.640625,23433
632.671875,23446
643.28125,23446
652.984375,23445
660.2421875,23372
669.015625,23319
689.6328125,23426
693.8359375,23435
700.234375,23342
720.875,23409
737.4296875,23453
749.390625,23434
760.1328125,23430
765.2265625,23463
772.375,23445
779.5546875,23332
784.21875,23333
788.40625,23428
798.625,23454
803.5,23455
806.96875,23451
813.4296875,23458
821.6328125,23439
826.390625,23443
831.6953125,23448
834.390625,23447
836.75,23450
839.859375,23445
842.765625,23451
848.484375,23470
854.921875,23459
860.71875,23455
865.3203125,23452
867.5,23456
871.3359375,23453
878.5,23451
881.9921875,23462
885.7421875,23464
887.4453125,23459
891.5,23472
893.453125,23454
899.8515625,23467
903.703125,23495
906.53125,23496
908.1015625,23484
909.5,23469
912.2578125,23489
917.015625,23495
925.6953125,23472
933.0390625,23452
934.921875,23453
938.6796875,23451
942.5078125,23451
946.0859375,23493
956.9453125,23477
962.7734375,23443
972.3046875,23488
979.6640625,23489
985.6015625,23464
989.953125,23474
993.5859375,23466
998.25,23449
1002.0390625,23479
1004.5,23439
1008.078125,23461
1009.578125,23454
1011.9609375,23452
1014.1953125,23501
1016.9453125,23452
1024.78125,23433
1026.7109375,23439
1032.171875,23438
1034.1640625,23442
1036.515625,23453
1038.671875,23443
1040.9140625,23453
1043.546875,23463
1046.109375,23447
1047.4765625,23445
1049.3828125,23455
1052.6640625,23456
1061.5859375,23500
1063.2265625,23501
1065.6640625,23481
1067.6015625,23491
1071.6875,23487
1076.1015625,23468
1079.3671875,23461
1082.890625,23469
1089.375,23469
1091.4765625,23482
1097.734375,23470
1099.7734375,23464
1106.03125,23397
1112.296875,23390
1115.8671875,23387
1122.0859375,23358
1123.8359375,23341
1126.109375,23349
1128.6015625,23374
1130.34375,23415
1133.296875,23404
1135.0546875,23386
1139.1015625,23453
1143.640625,23430
1149.1015625,23413
1155.796875,23398
1160.8125,23395
1167.5078125,23402
1171.4609375,23432
1175.2109375,23453
1179.3046875,23432
1190.3984375,23427
1192.7421875,23428
1198.328125,23425
1200.8828125,23434
1202.9921875,23424
1205.8984375,23414
1210.9765625,23410
1214.8671875,23422
1221.796875,23392
1226.328125,23408
1228.6328125,23402
1230.4375,23403
1236.0234375,23420
1239.8125,23425
1245.90625,23439
1248.7265625,23440
1257.3828125,23401
1261.90625,23398
1271.9296875,23429
1274.4609375,23463
1280.7109375,23448
1286.4921875,23460
1291.6640625,23463
1298.8359375,23421
1301.890625,23460
1304.9296875,23427
1314.40625,23430
1321.84375,23430
1328.8984375,23459
1333.5,23465
1342.3984375,23404
1345.6484375,23353
1349.3046875,23361
1351.6953125,23317
1354.6953125,23388
1365.125,23447
1370.1875,23457
1373.3359375,23434
1376.53125,23443
1379.6015625,23448
1384.0234375,23451
1387.109375,23440
1389.1015625,23433
1390.8359375,23441
1392.765625,23433
1394.7109375,23428
1397.6875,23426
1400.2109375,23429
1406.515625,23434
1408.46875,23436
1411.9453125,23430
1414.265625,23388
1417.15625,23418
1419.53125,23425
1421.8046875,23426
1423.84375,23426
1425.8046875,23427
1427.7265625,23420
1429.640625,23413
1432.578125,23411
1435.3671875,23397
1437.8125,23383
1440.625,23393
1443.046875,23399
1445.484375,23397
1449.7578125,23402
1451.65625,23402
1453.5859375,23404
1455.46875,23400
1460.2421875,23401
1462.171875,23399
1464.5625,23399
1466.0,23392
1468.4375,23399
1469.8984375,23406
1473.25,23403
1476.453125,23393
1478.0546875,23394
1482.21875,23404
1484.734375,23411
1486.59375,23414
1488.4453125,23406
1489.84375,23418
1491.3671875,23418
1495.0625,23437
1496.7734375,23434
1498.2109375,23430
1500.09375,23435
1502.28125,23433
1505.078125,23430
1507.078125,23430
1509.0234375,23437
1511.6640625,23437
1515.734375,23460
1519.859375,23440
1522.3828125,23442
1525.5,23444
1527.9375,23448
1530.6953125,23448
1534.4140625,23452
1537.4375,23406
1539.421875,23424
1541.5390625,23422
1543.6328125,23414
1546.0625,23412
1548.34375,23409
1550.7109375,23398
1555.828125,23408
1557.7734375,23401
1560.1796875,23405
1562.4140625,23416
1565.2578125,23400
1567.9375,23406
1569.859375,23421
1573.9140625,23408
1577.6796875,23416
1580.5390625,23407
1583.25,23422
1585.3828125,23405
1589.203125,23411
1591.9609375,23416
1594.7109375,23405
1597.328125,23408
1599.3671875,23407
1601.328125,23408
1603.2578125,23401
1605.5859375,23410
1609.3359375,23387
1611.6328125,23391
1613.828125,23398
1616.09375,23405
1618.1796875,23403
1620.390625,23396
1622.5390625,23373
1623.4140625,23398
1625.203125,23406
1627.203125,23409
1629.09375,23409
1631.0390625,23404
1632.8125,23414
1638.4921875,23396
1640.8828125,23400
1643.09375,23397
1645.1015625,23395
1647.125,23393
1649.3359375,23402
1651.234375,23417
1653.1015625,23415
1655.0078125,23416
1657.40625,23405
1659.7265625,23402
1661.6875,23400
1664.4296875,23393
1666.5,23396
1672.25,23411
1674.203125,23409
1677.6484375,23392
1680.34375,23394
1682.8828125,23396
1685.3203125,23394
1687.6328125,23400
1689.6015625,23400
1692.5546875,23390
1696.4375,23377
1699.3046875,23408
1701.203125,23395
1703.4375,23401
1706.609375,23413
1715.5078125,23390
1718.390625,23386
1721.765625,23396
1726.4765625,23382
1728.40625,23391
1730.3203125,23407
1734.515625,23405
1738.625,23422
1746.8046875,23319
1749.15625,23320
1754.3359375,23429
1756.3046875,23430
1761.3046875,23390
1763.875,23422
1766.3359375,23385
1768.46875,23401
1770.8828125,23405
1774.8359375,23391
1777.2265625,23390
1780.671875,23398
1783.4296875,23394
1785.5390625,23396
1787.6484375,23391
1791.328125,23401
1793.3125,23400
1795.3828125,23393
1802.8046875,23383
1805.6796875,23381
1807.9140625,23386
1815.1640625,23385
1817.890625,23376
1823.6171875,23404
1828.5859375,23409
1836.6875,23407
1840.234375,23404
1842.7578125,23412
