,net_acc_C_mean,net_acc_C_std,net_acc_C_min,net_acc_C_max,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_SCR_mean,EDA_SCR_std,EDA_SCR_min,EDA_SCR_max,EDA_SCL_mean,EDA_SCL_std,EDA_SCL_min,EDA_SCL_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,ECG_mean,ECG_std,ECG_min,ECG_max,EDA_C_mean,EDA_C_std,EDA_C_min,EDA_C_max,EDA_SCR_C_mean,EDA_SCR_C_std,EDA_SCR_C_min,EDA_SCR_C_max,EDA_SCL_C_mean,EDA_SCL_C_std,EDA_SCL_C_min,EDA_SCL_C_max,ACC_x_C_mean,ACC_x_C_std,ACC_x_C_min,ACC_x_C_max,ACC_y_C_mean,ACC_y_C_std,ACC_y_C_min,ACC_y_C_max,ACC_z_C_mean,ACC_z_C_std,ACC_z_C_min,ACC_z_C_max,EMG_C_mean,EMG_C_std,EMG_C_min,EMG_C_max,Resp_C_mean,Resp_C_std,Resp_C_min,Resp_C_max,Temp_C_mean,Temp_C_std,Temp_C_min,Temp_C_max,BVP_peak_freq,net_acc_abs_integral,ACC_x_abs_integral,ACC_y_abs_integral,ACC_z_abs_integral,net_acc_C_abs_integral,ACC_x_C_abs_integral,ACC_y_C_abs_integral,ACC_z_C_abs_integral,ACC_x_peak_freq,ACC_y_peak_freq,ACC_z_peak_freq,ACC_x_C_peak_freq,ACC_y_C_peak_freq,ACC_z_C_peak_freq,ECG_bpm,ECG_ibi,ECG_sdnn,ECG_sdsd,ECG_rmssd,ECG_pnn20,ECG_pnn50,EDA_slope,EDA_C_slope,EDA_drange,EDA_C_drange,EMG_drange,EMG_abs_integral,Resp_C_rate,Resp_C_Inhal_mean,Resp_C_Inhal_std,Resp_C_Exhal_mean,Resp_C_Exhal_std,Resp_C_I/E,TEMP_drange,TEMP_C_drange,TEMP_slope,TEMP_C_slope,subject,label,age,height,weight,gender_ female,gender_ male,coffee_today_YES,sport_today_YES,smoker_NO,smoker_YES,feel_ill_today_YES
0,0.0299365550440075,0.0099423065721553,0.0,0.0873827976101251,0.0299365550440075,0.0099423065721553,0.0,0.0873827976101251,1.3979684884184072,0.1414808818605862,1.1092986624802572,1.6783994645961535,0.0011055424219148,0.1765836117205272,-0.4002238624608222,0.4410363784986552,3.055965479423939,0.374170345603126,2.5414934220398107,3.5526348131569456,-0.1816732617297916,107.64835923262396,-358.13,554.77,35.81709090909091,0.012673914122067,35.79,35.84,0.0295100101555682,0.0111447362621205,-0.024081861956356,0.0873827562416348,2.030445688277317e-05,7.668171434410958e-06,-1.656960215099968e-05,6.012398494791312e-05,2.030445688277317e-05,7.668171434410958e-06,-1.656960215099968e-05,6.012398494791312e-05,0.0027162821991454,0.1303983505707615,-0.3018035888671875,0.9792938232421876,5.152338542865319,0.1821634660973286,4.870234432765873,5.75782117432664,0.0020089956042722,0.041864189407961,-0.0678011247680153,0.2286599901900531,2.9643771476386336,0.1361716750282447,2.747750139650283,3.231371518107592,0.0005928506561897,3.164634975051782e-05,0.0004415925745875,0.0006423664311846,4.0791279037419233e-07,2.1774372174700936e-08,3.0383918349051964e-07,4.419822777481682e-07,4.0791279037419233e-07,2.1774372174700936e-08,3.0383918349051964e-07,4.419822777481682e-07,-0.0026227508161499,0.0173765024826296,-0.245819091796875,0.1305084228515625,0.1481839773616847,2.935616812231692,-8.80584716796875,6.50482177734375,29.17160415649414,0.0416412204504013,29.07211303710937,29.408905029296875,0.1356698699830412,26.46391465890264,26.46390213043904,0.0182085725123357,0.0182085725123357,26.46391465890264,11.466324541366014,0.0078894412786272,0.0078894412786272,0.0452488687782805,0.0452488687782805,0.0452488687782805,0.0008272581562483,0.0008272581562483,0.0008272581562483,85.60945780676722,700.8571428571429,59.60550584074103,16.359561532859065,26.66174319031474,0.4736842105263157,0.0526315789473684,-0.0040499905034275,-2.9844216729238123e-05,1.5130275744166644,1.1822472313836223,-0.5309124767225326,252.45684814453125,0.2201502344017573,2.008095238095238,0.5276244197766734,2.192857142857143,0.9955523541210268,0.915743756786102,1.0013970382788489,1.0115848,-0.0001690598020873,3.6142620662533726e-06,2,1,27,175,80,0,1,0,0,1,0,0
1,0.0219858007989204,0.0158445272074869,0.0,0.0715575665468741,0.0219858007989204,0.0158445272074869,0.0,0.0715575665468741,1.2101317674035457,0.0918824291852691,1.014137872636249,1.4857995814446938,0.0022218633240866,0.2560245124226294,-0.5702610407331132,0.8370618501234178,2.484174117251581,0.0624189331413032,2.357120589169793,2.579903635711247,-0.830147058823529,118.74208943778432,-392.28,438.16,35.79756756756757,0.0299012252668947,35.75,35.87,0.017351549728282,0.0208170004046657,-0.0378429259314166,0.0715575326703151,1.1938789293866704e-05,1.4323203716873396e-05,-2.603794623728521e-05,4.923538924868476e-05,1.1938789293866704e-05,1.4323203716873396e-05,-2.603794623728521e-05,4.923538924868476e-05,0.0013404762967384,0.1470882829016928,-0.435882568359375,0.8294219970703125,4.708206493255698,0.0841135934993046,4.538380829491175,4.870184083434136,-0.0014546302611402,0.0107732160544456,-0.0331450620236336,0.02704623766328,2.60574330557738,0.0707994118657327,2.4687139829985503,2.7477245289101737,0.0004685548867968,7.794830803907933e-05,0.0003708606977503,0.0007880961663981,3.22390688651904e-07,5.3632582683675053e-08,2.5517188937888493e-07,5.422520882152695e-07,3.22390688651904e-07,5.3632582683675053e-08,2.5517188937888493e-07,5.422520882152695e-07,-0.0026537584542353,0.0108887685994942,-0.0861053466796875,0.0530548095703125,0.0375448409449639,2.843123179252526,-8.16802978515625,6.74285888671875,29.166242599487305,0.0807327106595039,28.99456787109375,29.42620849609375,0.0950226244343891,19.43544790624572,19.43543870517684,0.0133726157702653,0.0133726157702653,19.43544790624572,9.06325717531056,0.0062360030905937,0.0062360030905937,0.0180995475113122,0.0180995475113122,0.0180995475113122,0.0004135863102931,0.0004135863102931,0.0004135863102931,81.73856633149529,734.047619047619,80.47936032077868,49.277352372351416,69.19133710442571,0.6923076923076923,0.3846153846153846,-0.0003944015833379,-1.46486929843869e-05,1.465086376847717,1.0731104916949337,-0.6161616161616161,157.81398010253906,0.270871979654842,1.8476785714285715,0.7053110970504073,1.5746428571428572,0.267096777920495,1.173395327738716,1.0033566433566432,1.014887,-0.0007886977886977,-1.2971327396019891e-05,2,1,27,175,80,0,1,0,0,1,0,0
2,0.0208390809835116,0.0110343640391042,0.0027522140979566,0.0543562284346447,0.0208390809835116,0.0110343640391042,0.0027522140979566,0.0543562284346447,1.0109771647019985,0.1023148719114587,0.8322161167473114,1.1909666436032378,-0.0012625571349334,0.0493661520057021,-0.1157240871937803,0.1560431734846689,1.8825981400322784,0.2997790540721918,1.402113204809513,2.352824894016323,0.9396834369700396,42.19003939297984,-240.61,209.89,35.71290909090909,0.0276124298277377,35.66,35.75,0.0208390711179392,0.0110343588152501,0.0027522127950121,0.0543562027014893,1.4338389541739964e-05,7.592225879021563e-06,1.8936688172571063e-06,3.739995914082785e-05,1.4338389541739964e-05,7.592225879021563e-06,1.8936688172571063e-06,3.739995914082785e-05,-0.0007081763289853,0.1529407307504001,-0.2999725341796875,0.83331298828125,4.346243121433442,0.1104498769481915,4.162878213448861,4.538359379003791,-0.0002170097508825,0.0029909305499696,-0.0061825613035125,0.0086449734564061,2.3093997125749643,0.0905638222179191,2.1538617779387565,2.468696796353744,0.0004253606347837,3.946936391482135e-06,0.0003996213366815,0.000440491670834,2.9267074538660054e-07,2.7157022094340233e-09,2.749607389936929e-07,3.030817031414193e-07,2.9267074538660054e-07,2.7157022094340233e-09,2.749607389936929e-07,3.030817031414193e-07,-0.0027561131532532,0.008515790982147,-0.0641326904296875,0.0463714599609375,-0.0218624893866171,1.7003326185446708,-2.9144287109375,3.26080322265625,28.942705154418945,0.0539994239807128,28.820953369140625,29.207275390625,0.07687959299039,18.44258667040784,18.442577939376218,0.0126894747444398,0.0126894747444398,18.44258667040784,8.226900037353127,0.0056605448865222,0.0056605448865222,0.0090395480225988,0.0090395480225988,0.0090395480225988,0.0041362907812419,0.0041362907812419,0.0041362907812419,71.58509861212565,838.1632653061223,56.916461138421546,29.664871977661114,50.29989918508951,0.6956521739130435,0.391304347826087,-0.0031775236539108,-1.977066449159864e-05,1.4310785619702855,1.0901974898861744,-0.7230549607423269,124.5828094482422,0.3350136000927505,1.3842857142857143,0.1258100284766923,1.364126984126984,0.1050373963087948,1.1275308354666047,1.002523836231071,1.0134043,-0.0007169938913058,-8.102349315840913e-06,2,1,27,175,80,0,1,0,0,1,0,0
3,0.0344485983488307,0.0031850861541015,0.0137610704897834,0.0405951579448613,0.0344485983488307,0.0031850861541015,0.0137610704897834,0.0405951579448613,0.7751874460203967,0.0463910931433054,0.6939961352625407,0.8768194179289382,0.001753384484237,0.0217124836224452,-0.0744238086691611,0.0833945285521288,1.1632190362332289,0.1350026187029409,0.9405895465467584,1.397096840581891,0.1074038461538463,41.606871737522034,-289.26,145.36,35.70081081081081,0.0195044524893722,35.66,35.73,0.0344485820402832,0.003185084646228,0.0137610639750605,0.0405951387264287,2.370245706532304e-05,2.191507679136368e-06,9.468344086285533e-06,2.793161505454232e-05,2.370245706532304e-05,2.191507679136368e-06,9.468344086285533e-06,2.793161505454232e-05,0.0018242342620109,0.1544663918742029,-0.3029022216796875,0.862701416015625,3.9754987887186015,0.0959743707945405,3.813450169376373,4.162852823247087,0.0001392599213118,0.0040018250984276,-0.0089841905036121,0.0078640433959595,2.0067784201391445,0.0781515280160899,1.881045746343528,2.1538451470409568,0.000427472188708,4.164294008243522e-06,0.0004066394135597,0.0004432438481953,2.941236068185199e-07,2.865255812920031e-09,2.7978954923881845e-07,3.049753475784417e-07,2.941236068185199e-07,2.865255812920031e-09,2.7978954923881845e-07,3.049753475784417e-07,-0.0027044194009541,0.0090011068662974,-0.06756591796875,0.0463714599609375,0.0975625342299216,1.4832603538809492,-2.81829833984375,3.73077392578125,28.83051109313965,0.0446566492319107,28.730682373046875,29.037628173828125,0.1402714932126696,30.45256094036638,30.45254652361035,0.0209529720457455,0.0209529720457455,30.45256094036638,8.268594546179452,0.0056892329266906,0.0056892329266906,0.0090497737556561,0.0090497737556561,0.0090497737556561,0.0008271726205862,0.0008271726205862,0.0008271726205862,68.9655172413793,870.0000000000001,86.52534856734447,42.335047370088816,56.47647153226459,0.5666666666666667,0.2333333333333333,-0.0014306865843061,-1.71079601687589e-05,1.263435591895962,1.091623762826788,-0.6863143631436315,134.40042114257812,0.3059772584453989,1.4866071428571428,0.2251959889038154,1.7169642857142855,0.7145276152887332,0.8658346333853355,1.0019629837352777,1.0106835,7.528957528957787e-05,-5.893125060985201e-06,2,1,27,175,80,0,1,0,0,1,0,0
4,0.0288702277492674,0.004378778468177,0.0137610704897834,0.0385309973713937,0.0288702277492674,0.004378778468177,0.0137610704897834,0.0385309973713937,0.6574939813318504,0.0345395863627278,0.594666882768196,0.7181063761815458,0.0002180599555857,0.0220718499006684,-0.0475913042168312,0.0712909648295513,0.8071846456631598,0.1018582044638956,0.6167056617286026,0.9384822932660986,-0.0736199095022625,43.1216332414728,-197.37,194.12,35.74472727272727,0.0193864568898976,35.71,35.79,0.0288702140816146,0.0043787763951894,0.0137610639750605,0.0385309791301696,1.986424314753976e-05,3.012831105334382e-06,9.468344086285533e-06,2.651136344159949e-05,1.986424314753976e-05,3.012831105334382e-06,9.468344086285533e-06,2.651136344159949e-05,0.0021677862314684,0.1531761769047313,-0.2814788818359375,0.80145263671875,3.6977116779266304,0.0726266353451252,3.5645904129400745,3.813439595388948,-0.0003064978652849,0.003398927265029,-0.0080200423236467,0.0085864319551279,1.7807464681638585,0.0591818719751715,1.671770193839133,1.881034137670388,0.0004276666768524,4.037086393995547e-06,0.0004069146805092,0.0004435191151449,2.942574250083899e-07,2.777730207030971e-09,2.799789475439579e-07,3.05164745883581e-07,2.942574250083899e-07,2.777730207030971e-09,2.799789475439579e-07,3.05164745883581e-07,-0.0025897633017385,0.0093763071841933,-0.0610198974609375,0.0462799072265625,0.0625451783854839,1.5015851820283506,-3.24249267578125,2.91290283203125,28.78628730773925,0.0345307141542434,28.7020263671875,28.968719482421875,0.1493212669683258,25.521281330352465,25.52126924814739,0.0175599909424251,0.0175599909424251,25.521281330352465,8.27192886367962,0.0056915271145122,0.0056915271145122,0.0090497737556561,0.0090497737556561,0.0090497737556561,0.0008272153862061,0.0008272153862061,0.0008272153862061,71.4677791195521,839.5391705069123,55.28832451568508,24.518167296000343,41.35291205802923,0.6551724137931034,0.1724137931034483,-0.001034420612705,-1.2950673018786697e-05,1.207577548019379,1.069811437955258,-0.7584396099024756,138.5552215576172,0.3058020707692173,1.4685714285714286,0.4698327970064001,1.3304761904761904,0.1755625877635159,1.1037938439513244,1.0022402688322598,1.0092918,0.0004417194508938,2.8093425183748733e-06,2,1,27,175,80,0,1,0,0,1,0,0
5,0.0279081981607283,0.0087524665760939,0.0,0.0660531383509607,0.0279081981607283,0.0087524665760939,0.0,0.0660531383509607,0.5404595921131683,0.0300528173683961,0.4864942002203283,0.5933789751944026,0.0004762138309306,0.0253129635471401,-0.0544331940922805,0.0922932855109863,0.4513591429938852,0.0869922859078779,0.3165460564041074,0.6132061163613538,0.2639853024307524,71.15496421548032,-367.11,363.29,35.80585585585585,0.0224799597827727,35.75,35.84,0.0278848347268394,0.0088265722684563,-0.0027522127950121,0.0660531070802908,1.918624973050144e-05,6.07315128333616e-06,-1.8936688172571063e-06,4.544805161417056e-05,1.918624973050144e-05,6.07315128333616e-06,-1.8936688172571063e-06,4.544805161417056e-05,0.0007981517398484,0.2114491135479111,-1.4994049072265625,1.4157257080078125,3.421625719744932,0.081532024667916,3.2857166200229155,3.5645803634663022,-0.0002695043660693,0.0057854324250806,-0.0212290828849317,0.0072610796844287,1.5556187016414025,0.0647665137009036,1.4654836585306106,1.6717581729691582,0.0004267656406223,3.7717664278832177e-06,0.000410767761624,0.0004444823854236,2.936374641481125e-07,2.5951759556543367e-09,2.826300723300806e-07,3.058275270801117e-07,2.936374641481125e-07,2.5951759556543367e-09,2.826300723300806e-07,3.058275270801117e-07,-0.0025974124186214,0.0094943736930412,-0.0813446044921875,0.0426177978515625,0.0539559364417459,1.6758803859931255,-3.192138671875,3.45001220703125,28.81303024291992,0.0364210158586502,28.679107666015625,28.988800048828125,0.0859242509892594,24.670847174083843,24.67083549448865,0.0169748472778927,0.0169748472778927,24.670847174083843,8.254501020918013,0.0056795358315527,0.0056795358315527,0.0452488687782805,0.0452488687782805,0.0452488687782805,0.004549684624134,0.004549684624134,0.004549684624134,74.38504427681204,806.6137566137569,48.51093049663142,34.12743868466514,56.11576954686387,0.7272727272727273,0.3636363636363636,-0.0008951520991512,-1.4582854995942123e-05,1.2197041093720489,1.084871513795198,-0.5239167135621835,141.7356719970703,0.2892797131175437,1.3325,0.0941550772472125,1.5636507936507935,0.5877772848267676,0.7574865495888743,1.0025174825174823,1.0107986,0.0005208845208845,-2.7760442982640898e-06,2,1,27,175,80,0,1,0,0,1,0,0
6,0.0332227111304252,0.0095142171100364,0.0,0.07499783416932,0.0332227111304252,0.0095142171100364,0.0,0.07499783416932,0.5028694065538132,0.0185914450793576,0.4743745567389847,0.5689634790783594,-0.000766050816674,0.0518462227490955,-0.1006657365134923,0.1832229370790319,0.3383970040534418,0.0109538120591655,0.3160150670422146,0.355677443654079,0.7257070135746596,112.4464290503453,-670.2,361.86,35.84709090909091,0.018942278568201,35.81,35.89,0.0326046928685117,0.0114543325536159,-0.0309623939438863,0.0749977986640802,2.243376322253964e-05,7.88119015309645e-06,-2.1303774194142445e-05,5.160247527025615e-05,2.243376322253964e-05,7.88119015309645e-06,-2.1303774194142445e-05,5.160247527025615e-05,0.0009463368126801,0.1495403602114995,-0.4049835205078125,0.7828216552734375,3.271008846823858,0.0718652358389623,3.146609411953796,3.46853857038749,0.0002335401911879,0.0261680996808396,-0.0457918419238296,0.1096303801497834,1.4323188709887809,0.0498806359221447,1.3293902687560384,1.4856809406861264,0.0004770226222925,6.695337400035202e-05,0.0003970067107726,0.0006433297014633,3.282169411459669e-07,4.606748314825017e-08,2.7316173727351164e-07,4.426450589446989e-07,3.282169411459669e-07,4.606748314825017e-08,2.7316173727351164e-07,4.426450589446989e-07,-0.0024464346607891,0.0118070535806381,-0.0846405029296875,0.0713653564453125,0.046343897579991,2.194539389457545,-6.646728515625,5.21697998046875,28.810949325561523,0.0438828617334365,28.64047241210937,29.02328491210937,0.1176470588235294,29.36887663929593,29.36886273557433,0.0202073399489505,0.0202073399489505,29.36887663929593,9.226571560383046,0.0063483720756452,0.0063483720756452,0.0090497737556561,0.0090497737556561,0.0090497737556561,0.000413607693103,0.000413607693103,0.000413607693103,78.70081199250468,762.3809523809524,78.9438709379352,43.43883663397638,58.843321143088886,0.6428571428571429,0.1428571428571428,4.119582863481875e-05,-1.0249357626778077e-05,1.199397124056593,1.1023098568289738,-0.8431584640346133,171.7803955078125,0.1837990329694305,1.8477551020408165,0.835950204671135,1.9410204081632647,0.945634966241956,0.951950373252024,1.0022340128455738,1.0133661,0.0002376755404278,2.1707502867034896e-06,2,1,27,175,80,0,1,0,0,1,0,0
7,0.0333142299710295,0.0052116696974237,0.0048163746714242,0.0447234790917963,0.0333142299710295,0.0052116696974237,0.0048163746714242,0.0447234790917963,0.506633285618332,0.017300961607875,0.4701519730405613,0.5517079848832236,0.0014454675648516,0.036867974248885,-0.0969101201414691,0.1343952486136117,0.3476206929565993,0.0262552420313642,0.3088102839349217,0.3880853600829043,-1.0836743923120402,39.30585427347408,-182.86,182.92,35.814504504504505,0.019670196907406,35.77,35.84,0.0333142141995111,0.0052116672301313,0.0048163723912712,0.0447234579189469,2.292195164391724e-05,3.5859043085282324e-06,3.313920430199936e-06,3.0772118280427976e-05,2.292195164391724e-05,3.5859043085282324e-06,3.313920430199936e-06,3.0772118280427976e-05,0.0012967075461895,0.1452802894145161,-0.2740631103515625,0.7733917236328125,3.0178451726488427,0.0705789927313043,2.8977955411985032,3.1474284041792733,0.0003062007538791,0.0024433828296143,-0.0043805123486364,0.0065870507136046,1.225843800470622,0.0573066671917691,1.1277935917451667,1.329378680921857,0.0004432102965364,3.4738004702239846e-06,0.0004305837010973,0.0004614085140607,3.0495226225217657e-07,2.390159525367393e-09,2.962644928709731e-07,3.174736040314121e-07,3.0495226225217657e-07,2.390159525367393e-09,2.962644928709731e-07,3.174736040314121e-07,-0.002572903057718,0.0099575471123481,-0.0608367919921875,0.0513153076171875,0.0787902428117487,1.4989302452856457,-2.9449462890625,3.19366455078125,28.726783752441406,0.0375412367284297,28.58465576171875,28.95004272460937,0.1492368569813454,29.48309352436113,29.483079566567337,0.0202859272048667,0.0202859272048667,29.48309352436113,8.572573555607823,0.0058983866564815,0.0058983866564815,0.0090395480225988,0.0090395480225988,0.0090395480225988,0.0041360769310309,0.0041360769310309,0.0041360769310309,72.25433526011561,830.4,32.356483752353675,21.64708531851445,43.51129833395883,0.6842105263157895,0.3157894736842105,0.0001525316868505,-1.2618401764079525e-05,1.1734673393269504,1.086145782002799,-0.8434913468773514,149.5191192626953,0.3192869670624745,1.4017142857142857,0.1825363257110256,1.38,0.1321477905556987,1.1285944329422588,1.0019569471624266,1.0127826,-0.0005075465075465,-1.330071311923473e-06,2,1,27,175,80,0,1,0,0,1,0,0
8,0.036996108739841,0.0014349604095939,0.0275221409795669,0.043347372042818,0.036996108739841,0.0014349604095939,0.0275221409795669,0.043347372042818,0.4889435962874088,0.0175550400598394,0.4564315730515573,0.5179903104042501,-0.0012365614432692,0.0044887348998147,-0.0106781237250694,0.0111512466912991,0.2965588952281878,0.0545208440050869,0.196867266619433,0.3798622997700708,0.0363235294117649,24.48305855878849,-120.43,139.13,35.78418181818182,0.0105642465791504,35.77,35.81,0.036996091225259,0.0014349597302595,0.0275221279501211,0.0433473515214408,2.5455278908898407e-05,9.873286324868495e-07,1.8936688172571066e-05,2.9825283871799426e-05,2.5455278908898407e-05,9.873286324868495e-07,1.8936688172571066e-05,2.9825283871799426e-05,0.0006928414818222,0.1463928001379756,-0.27978515625,0.77801513671875,2.7902508862353583,0.0600618868231555,2.690492088752953,2.897776098603359,-0.0001652959573179,0.0022870015485908,-0.0038938817767287,0.0071324406700488,1.0407594137637894,0.0490887059095998,0.9589936379697656,1.127783651139385,0.0004417017392308,3.058894089578949e-06,0.0004267306199825,0.0004575553509236,3.039142945725745e-07,2.104681862981534e-09,2.936133680848504e-07,3.148224228095608e-07,3.039142945725745e-07,2.104681862981534e-09,2.936133680848504e-07,3.148224228095608e-07,-0.0024765128249183,0.0101430976781283,-0.0664215087890625,0.0712738037109375,0.0027175822853117,1.3436913900759766,-2.777099609375,2.48870849609375,28.64105224609375,0.067581795156002,28.44744873046875,28.882598876953125,0.1538461538461538,32.704560126019445,32.70454464312901,0.0225024665554661,0.0225024665554661,32.704560126019445,8.543395040203421,0.0058783102856227,0.0058783102856227,0.0180995475113122,0.0180995475113122,0.0180995475113122,0.004549684624134,0.004549684624134,0.004549684624134,72.32235105039604,829.6190476190477,55.65067593862901,29.85858065594521,48.344654838889525,0.6923076923076923,0.1923076923076923,-0.0005473816791082,-1.0743927072606517e-05,1.1348695861268547,1.077043159025412,-1.073053066850448,149.93458557128906,0.3467932150807618,1.3277142857142858,0.1710199892839836,1.3078571428571428,0.1246632197857369,1.015182960131076,1.001118255521387,1.0152966,-5.770574577900579e-06,-1.038998034826904e-05,2,1,27,175,80,0,1,0,0,1,0,0
9,0.0370459225696682,0.0011131703562196,0.0337146226999695,0.043347372042818,0.0370459225696682,0.0011131703562196,0.0337146226999695,0.043347372042818,0.4239220821852044,0.0170956218395455,0.3955345289647858,0.4562918452557772,0.0005267578960095,0.0047745877975983,-0.0085943347396944,0.0156918414395383,0.097250841061539,0.0523758435540134,0.0130834210994566,0.1949510782395953,0.0673883550028265,16.889657960835994,-39.38,77.19,35.81342342342342,0.0182818521493291,35.79,35.84,0.0370459050315036,0.001113169829226,0.0337146067388984,0.0433473515214408,2.548955345762704e-05,7.659200617543317e-07,2.319744301139956e-05,2.9825283871799426e-05,2.548955345762704e-05,7.659200617543317e-07,2.319744301139956e-05,2.9825283871799426e-05,0.0014096976879673,0.1416969675415269,-0.27154541015625,0.77435302734375,2.6046599673864543,0.0490900380393393,2.5234696001661634,2.6904880267763454,7.4046223240534e-05,0.002014325647553,-0.0033392846149098,0.0071664753222548,0.889209212946817,0.0399676179397125,0.8206589299442837,0.9589861093574268,0.0004405715064716,2.799573641121194e-06,0.0004292076124167,0.0004554911768914,3.031366343072545e-07,1.926255598918105e-09,2.9531767065246185e-07,3.134021612639297e-07,3.031366343072545e-07,1.926255598918105e-09,2.9531767065246185e-07,3.134021612639297e-07,-0.0024636262403181,0.0098776657405633,-0.063262939453125,0.0514984130859375,0.1131767152248426,1.4807783750036896,-2.75421142578125,3.02886962890625,28.55597305297852,0.0331097841262817,28.44744873046875,28.820953369140625,0.1537591859807801,32.74859555158676,32.7485800478492,0.0225327652565423,0.0225327652565423,32.74859555158676,8.521534078174497,0.0058632687807709,0.0058632687807709,0.0542986425339366,0.0542986425339366,0.0542986425339366,0.0041360769310309,0.0041360769310309,0.0041360769310309,71.73827355143871,836.3736263736264,44.68313483117296,25.086204476561544,45.94864737387516,0.6842105263157895,0.2631578947368421,-0.0005278748378945,-8.779886005706377e-06,1.1536081222795107,1.066186026809748,-0.8140376266280752,148.48855590820312,0.3360236622491088,1.3860317460317462,0.0976777472244679,1.370952380952381,0.0976457570893432,1.0109991895334027,1.0013970382788489,1.0131296,0.000493330993331,-1.2402105731583197e-06,2,1,27,175,80,0,1,0,0,1,0,0
